dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180829-084042_694_live,12,ER,train,"its just 2 bucks. or ill tell you what, how about just half?",Negotiate the donation amount,0.0,0
P4G,20180829-084042_694_live,13,EE,train,I'll give .50 if you send are actually an mturk human.,Conditionally agree to donate,0.0,0
P4G,20180829-084042_694_live,14,EE,train,respond with your mturk number and I'll donate .50,Request verification of human identity,0.0,0
P4G,20180829-084042_694_live,15,ER,train,why should i give you my mturk number?,Question the need for sharing personal information,0.0,0
P4G,20180829-084042_694_live,16,ER,train,"also, i think you should be a little bit more generous, come on bro, 1 dollar wont kill you.",Encourage a higher donation amount,0.0,0
P4G,20180829-084042_694_live,17,EE,train,"ok, I'll do $1 but I want to know your mturk worker ID to prove it's a person",Agree to higher donation with condition,0.0,0
P4G,20180902-222227_892_live,0,ER,train,hi there!,Greeting the other participant,2.0,1
P4G,20180902-222227_892_live,1,EE,train,Hello.,Responding to the greeting,2.0,1
P4G,20180902-222227_892_live,2,EE,train,How you doin,Inquiring about the other participant's well-being,2.0,1
P4G,20180902-222227_892_live,3,ER,train,pretty good.,Responding to the inquiry about well-being,2.0,1
P4G,20180902-222227_892_live,4,ER,train,"It looks like this chat is supposed to be to learn more about ""Save the Children"".",Introducing the topic of the conversation,2.0,1
P4G,20180902-222227_892_live,5,ER,train,Have you ever heard of it?,Asking if the other participant is familiar with the charity,2.0,1
P4G,20180902-222227_892_live,6,EE,train,Yes I am aware of that charity,Confirming awareness of the charity,2.0,1
P4G,20180902-222227_892_live,7,ER,train,It seems vaguely familiar but I never paid attention specifically.,Sharing personal familiarity with the charity,2.0,1
P4G,20180902-222227_892_live,8,ER,train,Have you ever donated to them?,Inquiring about the other participant's donation history to the charity,2.0,1
P4G,20180902-222227_892_live,9,EE,train,I have not but I have to some others recently,Sharing donation history to other charities,2.0,1
P4G,20180902-222227_892_live,10,ER,train,Do you feel that Save the Children is a good charity to give to?,Asking for the other participant's opinion on the charity,2.0,1
P4G,20180902-222227_892_live,11,ER,train,"From what I'm reading, it sounds like a great cause",Sharing personal positive impression of the charity,2.0,1
P4G,20180902-222227_892_live,12,EE,train,I know a little can you maybe provide some info for me?,Requesting more information about the charity,2.0,1
P4G,20180902-222227_892_live,13,ER,train,"It seems to be international, and supports children in developing countries.",Providing information about the charity's scope,2.0,1
P4G,20180902-222227_892_live,14,ER,train,It's apparently very influential in war zones like Syria,Providing specific information about the charity's influence,2.0,1
P4G,20180902-222227_892_live,15,EE,train,Oh wow that is good to know.,Expressing appreciation for the information,2.0,1
P4G,20180902-222227_892_live,16,EE,train,I know Syria is a mess recently,Commenting on the situation in Syria,2.0,1
P4G,20180902-222227_892_live,17,ER,train,Absolutely.,Agreeing with the comment on Syria,2.0,1
P4G,20180903-094545_472_live,0,ER,train,Hello how are you today?,Greeting and initiating conversation,0.0,0
P4G,20180903-094545_472_live,1,EE,train,I'm good.,Responding to greeting,0.0,0
P4G,20180903-094545_472_live,2,EE,train,How are you?,Inquiring about the other person's well-being,0.0,0
P4G,20180903-094545_472_live,3,ER,train,I am doing great!,Responding positively to inquiry,0.0,0
P4G,20180903-094545_472_live,4,ER,train,"I am here to let you know about this amazing international foundation called Save the Children that promotes children's rights, provides relief and helps support them in developing countries.",Introducing the purpose of the conversation and providing information about the charity,0.0,0
P4G,20180903-094545_472_live,5,EE,train,Please tell me more.,Expressing interest and requesting more information,0.0,0
P4G,20180903-094545_472_live,6,ER,train,"These children are being used in horrific ways, the food and supplies that are supposed to be going to them are being stolen and we are trying to gather money to ensure the supplies get to these children who really need these supplies and help. With a donation today, not only will we be able to ensure the supply lines safely reach villages, but doctors will also go and help the children with medical care they desperately need.",Providing detailed information about the charity's mission and the issues it addresses,0.0,0
P4G,20180903-094545_472_live,7,ER,train,All I ask is that you donate a portion of your task payment to this charity to help the children.,Making a direct request for a donation,0.0,0
P4G,20180903-094545_472_live,8,EE,train,How do I know this charity is legit?,Expressing skepticism and seeking validation of the charity's legitimacy,0.0,0
P4G,20180903-094545_472_live,9,ER,train,You are free to look up any information you like at  URL,Providing a resource for verification,0.0,0
P4G,20180903-094545_472_live,10,EE,train,How much of the donations goto the children and the effort?,Inquiring about the allocation of donations,0.0,0
P4G,20180903-094545_472_live,11,ER,train,100% of your donation will go directly to Save the Children.,Assuring that all donations go directly to the charity,0.0,0
P4G,20180903-094545_472_live,12,ER,train,"Just think of it this way, instead of getting your morning coffee, or that bag of chips at lunch, you could donate $2 today and help ensure that 3 children get the care they need and food in their stomachs.",Encouraging donation by comparing it to small daily expenses,0.0,0
P4G,20180903-094545_472_live,13,EE,train,Does 100% go to the effort directly or does any of the monies go to employees like the director of the charity ect?,Seeking clarification on the use of donations and potential administrative costs,0.0,0
P4G,20180903-094545_472_live,14,ER,train,The research team will collect all donations and send it all directly to Save the children.,Clarifying the process of donation collection and allocation,0.0,0
P4G,20180903-094545_472_live,15,ER,train,"So it will go to pay for the flights to get the team over there, medicine, food, everything needed to help these children",Explaining the specific uses of the donations,0.0,0
P4G,20180903-094545_472_live,16,EE,train,What roughly is the percentage that goes to the running of the charity and helping the children directly?,Requesting a specific percentage breakdown of donation allocation,0.0,0
P4G,20180903-094545_472_live,17,ER,train,"Like I said earlier, 100% of your donation goes directly to helping these children.",Reiterating that 100% of the donation goes to helping children,0.0,0
P4G,20180903-094545_472_live,18,ER,train,"Look, already in 2018 alone, 1,000 children have been reportedly killed or injured in intensifying violence.",Providing a statistic to emphasize the urgency of the situation,0.0,0
P4G,20180903-103835_253_live,0,ER,train,"Hello there, how are you?",Initiate conversation and establish rapport,0.0,0
P4G,20180903-103835_253_live,1,EE,train,Hi,Respond to greeting,0.0,0
P4G,20180903-103835_253_live,2,ER,train,How much do you know about Save the Children?,Inquire about EE's knowledge of Save the Children,0.0,0
P4G,20180903-103835_253_live,3,EE,train,I know that it is a charity.,Provide basic information about Save the Children,0.0,0
P4G,20180903-103835_253_live,4,EE,train,I think I have seen some commercials for it in my lifetime.,Share personal experience related to Save the Children,0.0,0
P4G,20180903-103835_253_live,5,ER,train,Were you aware that Save the Children assists both children in the U.S. as well as foreign countries?,Provide additional information about Save the Children's scope,0.0,0
P4G,20180903-103835_253_live,6,EE,train,No.,Express lack of awareness,0.0,0
P4G,20180903-103835_253_live,7,EE,train,I figured they just tried to help children in under developed countries.,Share assumption about Save the Children's focus,0.0,0
P4G,20180903-103835_253_live,8,EE,train,That's great that they help people in the U.S. as well!,Express approval of Save the Children's broader scope,0.0,0
P4G,20180903-103835_253_live,9,EE,train,I think it's important to help children from our country and also others.,Share personal belief about the importance of helping children,0.0,0
P4G,20180903-103835_253_live,10,ER,train,"Yes, not only do we help out with literacy and school related causes, but also with feeding, shelter, and disaster relief for children all over the world.",Provide detailed information about Save the Children's activities,0.0,0
P4G,20180903-103835_253_live,11,EE,train,That's wonderful!,Express approval,0.0,0
P4G,20180903-103835_253_live,12,EE,train,Are you a top rated charity?,Inquire about the charity's rating,0.0,0
P4G,20180903-103835_253_live,13,EE,train,How much goes to administrative costs?,Inquire about administrative costs,0.0,0
P4G,20180903-103835_253_live,14,ER,train,"We are a top rated charity, and have been around for nearly 100 years!",Confirm high rating and provide historical context,0.0,0
P4G,20180903-103835_253_live,15,ER,train,"Nearly 90% of our funds go straight to children, with the remainder going to fundraising costs and only 5% for admin costs.",Provide detailed breakdown of fund allocation,0.0,0
P4G,20180903-103835_253_live,16,EE,train,Wow!  That's really great!,Express approval and surprise,0.0,0
P4G,20180903-103835_253_live,17,EE,train,I've seen companies go to 70% and I can't help but judge them for it.,Share personal judgment about other companies' fund allocation,0.0,0
P4G,20180903-111245_955_live,0,ER,train,"Hello, have you heard of Save The Children?",Initiate conversation and introduce the topic of Save The Children,1.0,1
P4G,20180903-111245_955_live,1,EE,train,"I think so, it sounds familiar.",Express familiarity with the topic,1.0,1
P4G,20180903-111245_955_live,2,EE,train,it is a nonprofit charity if i recall.,Confirm understanding of the organization as a nonprofit charity,1.0,1
P4G,20180903-111245_955_live,3,EE,train,What exactly do they do?,Seek more detailed information about the organization's activities,1.0,1
P4G,20180903-111245_955_live,4,ER,train,"Save The Children helps kids from around the world by taking contributions from generous patrons. Kids from countries that have been stricken by poverty, violence, and other blights.",Provide detailed information about the organization's mission and activities,1.0,1
