dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,96d409f6-1d6e-11e9-8620-6c96cfdf0295,1,recruiter,At all 4 companies.,To specify that the roles are available at all four companies.,31.0,Manager,4.0,Beijing,Amazon
ji,96d409f6-1d6e-11e9-8620-6c96cfdf0295,2,worker,maanger at amazon?,To inquire about the availability of a manager role at Amazon.,31.0,Manager,4.0,Beijing,Amazon
ji,96d409f6-1d6e-11e9-8620-6c96cfdf0295,3,recruiter,Sure. How about Beijing?,To confirm the availability and suggest a location.,31.0,Manager,4.0,Beijing,Amazon
ji,96d4f730-1d6e-11e9-aafa-6c96cfdf0295,0,recruiter,hello!,Initiate conversation,42.0,Sales,3.0,Seoul,Amazon
ji,96d4f730-1d6e-11e9-aafa-6c96cfdf0295,1,worker,hello,Acknowledge greeting,42.0,Sales,3.0,Seoul,Amazon
ji,96d4f730-1d6e-11e9-aafa-6c96cfdf0295,2,recruiter,i have great openings for google manager,Inform about job openings,42.0,Sales,3.0,Seoul,Amazon
ji,96d4f730-1d6e-11e9-aafa-6c96cfdf0295,3,worker,would love tokyo,Express preference for location,42.0,Sales,3.0,Seoul,Amazon
ji,96d5dbbe-1d6e-11e9-b9f5-6c96cfdf0295,0,recruiter,Hi!,To greet the worker and initiate the conversation.,26.0,Designer,4.0,Tokyo,Amazon
ji,96d5dbbe-1d6e-11e9-b9f5-6c96cfdf0295,1,worker,hello,To respond to the greeting and acknowledge the conversation.,26.0,Designer,4.0,Tokyo,Amazon
ji,96d5dbbe-1d6e-11e9-b9f5-6c96cfdf0295,2,recruiter,Amazon and Facebook rally need workers for every position but manager. What are you most interested inm,To inform the worker about job opportunities and inquire about their interest.,26.0,Designer,4.0,Tokyo,Amazon
ji,96d5dbbe-1d6e-11e9-b9f5-6c96cfdf0295,3,recruiter,Can you do engineer at Facebook or Amazon?,To ask the worker if they are interested in engineering positions at Facebook or Amazon.,26.0,Designer,4.0,Tokyo,Amazon
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,40.0,Engineer,3.0,Sydney,Google
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,1,worker,Hello,Respond to greeting,40.0,Engineer,3.0,Sydney,Google
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,2,worker,I am open to a variety of companies and positions,Express openness to job opportunities,40.0,Engineer,3.0,Sydney,Google
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,3,recruiter,I have job openings at Google for Engineer and Manager,Inform about job openings,40.0,Engineer,3.0,Sydney,Google
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,4,worker,My first choice would be Google Engineer,Express preference for a specific job,40.0,Engineer,3.0,Sydney,Google
ji,96d79b0c-1d6e-11e9-afb3-6c96cfdf0295,5,worker,Let's go with that then,Confirm decision to pursue preferred job,40.0,Engineer,3.0,Sydney,Google
ji,96d87b76-1d6e-11e9-9103-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,25.0,Sales,4.0,Tokyo,Google
ji,96d87b76-1d6e-11e9-9103-6c96cfdf0295,1,worker,hello,Respond to greeting,25.0,Sales,4.0,Tokyo,Google
ji,96d87b76-1d6e-11e9-9103-6c96cfdf0295,2,recruiter,Let's find you a job that you'll be happy with!,Express desire to help find a suitable job,25.0,Sales,4.0,Tokyo,Google
ji,96d87b76-1d6e-11e9-9103-6c96cfdf0295,3,recruiter,Could you work for Google in any capacity?,Inquire about worker's interest in working for Google,25.0,Sales,4.0,Tokyo,Google
ji,96d87b76-1d6e-11e9-9103-6c96cfdf0295,4,worker,l would love tokyo,Express preference for location (Tokyo),25.0,Sales,4.0,Tokyo,Google
ji,96d951ae-1d6e-11e9-b35c-6c96cfdf0295,0,worker,Hi!,Initiate conversation,35.0,Designer,5.0,Tokyo,Apple
ji,96d951ae-1d6e-11e9-b35c-6c96cfdf0295,1,recruiter,hello,Respond to greeting,35.0,Designer,5.0,Tokyo,Apple
ji,96da2fb6-1d6e-11e9-8865-6c96cfdf0295,0,recruiter,hello,Initiate conversation,33.0,Sales,3.0,Sydney,Amazon
ji,96da2fb6-1d6e-11e9-8865-6c96cfdf0295,1,worker,"Hello, I'm looking for a position at amazon",Express interest in finding a job at Amazon,33.0,Sales,3.0,Sydney,Amazon
ji,96da2fb6-1d6e-11e9-8865-6c96cfdf0295,2,worker,Preferably manager or sales,Specify preferred job roles,33.0,Sales,3.0,Sydney,Amazon
ji,96da2fb6-1d6e-11e9-8865-6c96cfdf0295,3,recruiter,we have sales or engineering open,Inform about available job positions,33.0,Sales,3.0,Sydney,Amazon
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,0,worker,hello,initiate conversation,44.0,Designer,4.0,Seoul,Google
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,1,recruiter,hello!,acknowledge greeting and reciprocate,44.0,Designer,4.0,Seoul,Google
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,2,recruiter,i have great google jobs!,inform about job opportunities,44.0,Designer,4.0,Seoul,Google
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,3,recruiter,manager or designer,provide specific job roles available,44.0,Designer,4.0,Seoul,Google
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,4,worker,im looking for something in beijing,express location preference for job,44.0,Designer,4.0,Seoul,Google
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,5,worker,i would love a Designer google job,express interest in a specific job role,44.0,Designer,4.0,Seoul,Google
ji,96dbeaae-1d6e-11e9-ac62-6c96cfdf0295,0,recruiter,hi,greet the worker,20.0,Manager,4.0,Sydney,Facebook
ji,96dbeaae-1d6e-11e9-ac62-6c96cfdf0295,1,worker,hi,respond to the greeting,20.0,Manager,4.0,Sydney,Facebook
ji,96dbeaae-1d6e-11e9-ac62-6c96cfdf0295,2,recruiter,beijing good ?,inquire about the worker's opinion on Beijing,20.0,Manager,4.0,Sydney,Facebook
ji,96dcca1e-1d6e-11e9-8ab3-6c96cfdf0295,0,worker,Hello,Initiate conversation,31.0,Sales,4.0,Sydney,Google
ji,96dcca1e-1d6e-11e9-8ab3-6c96cfdf0295,1,recruiter,hello!,Respond to greeting and acknowledge presence,31.0,Sales,4.0,Sydney,Google
ji,96dcca1e-1d6e-11e9-8ab3-6c96cfdf0295,2,recruiter,i have great google openings,Inform about job openings at Google,31.0,Sales,4.0,Sydney,Google
ji,96dcca1e-1d6e-11e9-8ab3-6c96cfdf0295,3,worker,Any chance you have openings for manager?,Inquire about specific job openings for a manager position,31.0,Sales,4.0,Sydney,Google
ji,96dcca1e-1d6e-11e9-8ab3-6c96cfdf0295,4,recruiter,i do... the others are much better but i do have manager for google,Confirm availability of manager position and suggest other positions might be better,31.0,Sales,4.0,Sydney,Google
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,0,recruiter,Hi there,To greet the worker and initiate the conversation.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,1,worker,hello,To respond to the greeting and acknowledge the conversation.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,2,recruiter,I'll be your job recruiter for today,To introduce their role in the conversation.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,3,recruiter,Could you work for Apple?,To inquire about the worker's interest in working for Apple.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,4,worker,Position and location are most important to me.,To express the importance of position and location in job considerations.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,5,recruiter,Same for this recruiter,To agree with the worker's priorities regarding job considerations.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,6,recruiter,"We have a variety of openings, which is good",To inform the worker about the availability of various job openings.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,7,recruiter,What are your top three?,To ask the worker to specify their top job preferences.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,8,worker,Maybe apple as an engineer with good perks,To express interest in an engineering position at Apple with good perks.,33.0,Manager,3.0,Tokyo,Amazon
ji,96ddb348-1d6e-11e9-a5f6-6c96cfdf0295,9,recruiter,Engineer at Apple? We should be able to accomodate you.,To confirm the possibility of accommodating the worker's interest in an engineering position at Apple.,33.0,Manager,3.0,Tokyo,Amazon
ji,96de8cdc-1d6e-11e9-af87-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,35.0,Manager,3.0,Beijing,Google
ji,96de8cdc-1d6e-11e9-af87-6c96cfdf0295,1,worker,Hello.,Respond to greeting,35.0,Manager,3.0,Beijing,Google
ji,96de8cdc-1d6e-11e9-af87-6c96cfdf0295,2,recruiter,Any company you prefer to work for?,Inquire about worker's company preference,35.0,Manager,3.0,Beijing,Google
ji,96de8cdc-1d6e-11e9-af87-6c96cfdf0295,3,recruiter,Salary?,Inquire about worker's salary expectations,35.0,Manager,3.0,Beijing,Google
ji,96df651c-1d6e-11e9-849a-6c96cfdf0295,0,recruiter,hello,greet the worker,30.0,Manager,2.0,Tokyo,Amazon
ji,96df651c-1d6e-11e9-849a-6c96cfdf0295,1,recruiter,nice jobs in seoul,inform the worker about job opportunities in Seoul,30.0,Manager,2.0,Tokyo,Amazon
ji,96df651c-1d6e-11e9-849a-6c96cfdf0295,2,worker,hi!,greet the recruiter,30.0,Manager,2.0,Tokyo,Amazon
ji,96e04b6c-1d6e-11e9-95d4-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,31.0,Sales,3.0,Seoul,Apple
ji,96e04b6c-1d6e-11e9-95d4-6c96cfdf0295,1,worker,Hello,Respond to greeting,31.0,Sales,3.0,Seoul,Apple
ji,96e04b6c-1d6e-11e9-95d4-6c96cfdf0295,2,recruiter,Do you have a:,Begin inquiry about worker's preferences,31.0,Sales,3.0,Seoul,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,0,worker,Hi!,Greet the recruiter and initiate conversation.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,1,recruiter,"Hi, how are you",Inquire about the worker's well-being to establish rapport.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,2,worker,Good how are you?,Respond to the recruiter's inquiry and reciprocate the question.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,3,worker,I'd really like to work at Google as engineer or manager,Express a desire to work at Google in specific roles.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,4,recruiter,"I'm fine, I have a very high demanding job for you!",Share information about a high-demand job opportunity.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,5,worker,I can also do manager at Amazon or Apple,Indicate flexibility and interest in managerial roles at other companies.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,6,recruiter,Would you rather be interested as a Designer at Apple in Seoul?,Offer an alternative job position and location to the worker.,28.0,Manager,4.0,Beijing,Apple
ji,96e12f82-1d6e-11e9-9c39-6c96cfdf0295,7,recruiter,The salary is very good!,Highlight the attractive salary of the offered position.,28.0,Manager,4.0,Beijing,Apple
ji,96e20986-1d6e-11e9-892f-6c96cfdf0295,0,recruiter,hello,To initiate the conversation,35.0,Sales,3.0,Seoul,Amazon
ji,96e20986-1d6e-11e9-892f-6c96cfdf0295,1,recruiter,i need people for apple,To express the need for candidates for Apple,35.0,Sales,3.0,Seoul,Amazon
ji,96e20986-1d6e-11e9-892f-6c96cfdf0295,2,recruiter,sales and managers,To specify the roles needed at Apple,35.0,Sales,3.0,Seoul,Amazon
ji,96e20986-1d6e-11e9-892f-6c96cfdf0295,3,worker,Can you do Amazon by any chance?,To inquire about opportunities at Amazon,35.0,Sales,3.0,Seoul,Amazon
ji,96e2ebb0-1d6e-11e9-8b33-6c96cfdf0295,0,recruiter,hello,Initiate conversation,35.0,Engineer,4.0,Tokyo,Amazon
ji,96e2ebb0-1d6e-11e9-8b33-6c96cfdf0295,1,worker,hello,Respond to greeting,35.0,Engineer,4.0,Tokyo,Amazon
ji,96e2ebb0-1d6e-11e9-8b33-6c96cfdf0295,2,recruiter,i need people bad for amazon and facebook,Express urgency and need for recruitment,35.0,Engineer,4.0,Tokyo,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,0,worker,Hi!,Initiate conversation,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,1,recruiter,Hi,Respond to greeting,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,2,recruiter,Would you like to get hired today? Hope so,Express desire to hire the worker,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,3,worker,I'd really like a sales position anywhere except for Apple,Express desire for a sales position with a specific condition,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,4,recruiter,"OK, we'll take Apple out.",Acknowledge and agree to the worker's condition,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,5,recruiter,so how about Amazon Sales?,Propose a specific job opportunity,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,6,worker,Sounds good to me. Can you send me to Seoul though?,Express agreement and request a specific location,20.0,Sales,6.0,Seoul,Amazon
ji,96e3dd18-1d6e-11e9-bbd6-6c96cfdf0295,7,recruiter,That would ensure you are paid a nice rate and get holidays (4+),Provide information about job benefits,20.0,Sales,6.0,Seoul,Amazon
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,0,worker,hey! how's it going?,To initiate a friendly conversation,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,1,worker,what kid of job can i get?,To inquire about potential job opportunities,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,2,recruiter,hey! you can work in the food business!,To suggest a job sector,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,3,worker,super cool!,To express enthusiasm,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,4,worker,I'd like to work on a taco truck if possible.,To specify a job preference,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,5,recruiter,is 21$/hr reasonable?,To propose a potential salary,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,6,worker,probbly not,To express doubt about the proposed salary,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,7,worker,let's pick a company first,To suggest deciding on a company first,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,8,recruiter,ok. would you like to work at Apple?,To propose a specific company,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,9,worker,i'd prefer facebook,To express a preference for a different company,30.0,Sales,4.0,Tokyo,Facebook
ji,96e4d178-1d6e-11e9-aa71-6c96cfdf0295,10,recruiter,what is your skill set?,To inquire about the worker's skills,30.0,Sales,4.0,Tokyo,Facebook
ji,96e69a8a-1d6e-11e9-98ba-6c96cfdf0295,0,recruiter,helllo,greet the worker and initiate conversation,35.0,Engineer,2.0,Beijing,Google
ji,96e69a8a-1d6e-11e9-98ba-6c96cfdf0295,1,worker,hi,acknowledge the greeting and reciprocate,35.0,Engineer,2.0,Beijing,Google
ji,96e77ac2-1d6e-11e9-a080-6c96cfdf0295,0,worker,hi!,greet the recruiter,35.0,Sales,4.0,Sydney,Apple
ji,96e77ac2-1d6e-11e9-a080-6c96cfdf0295,1,recruiter,hi there,greet the worker,35.0,Sales,4.0,Sydney,Apple
ji,96e77ac2-1d6e-11e9-a080-6c96cfdf0295,2,worker,I'd love a sales job or deisgner is facebook or apple,express desire for a sales or designer job at Facebook or Apple,35.0,Sales,4.0,Sydney,Apple
ji,96e858ca-1d6e-11e9-b7fc-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,49.0,Engineer,6.0,Seoul,Apple
ji,96e858ca-1d6e-11e9-b7fc-6c96cfdf0295,1,worker,"Hello there, time to negotiate",Express readiness to negotiate,49.0,Engineer,6.0,Seoul,Apple
ji,96e858ca-1d6e-11e9-b7fc-6c96cfdf0295,2,worker,"So let's talk business pally. I'm here to win, thus I think that I have pickedf the correct things fo rme to win",Assert confidence and readiness to discuss terms,49.0,Engineer,6.0,Seoul,Apple
ji,96e931e6-1d6e-11e9-be12-6c96cfdf0295,0,worker,Hi!,Initiate conversation,27.0,Engineer,5.0,Seoul,Amazon
ji,96e931e6-1d6e-11e9-be12-6c96cfdf0295,1,recruiter,i would like to be in amazon,Express interest in Amazon,27.0,Engineer,5.0,Seoul,Amazon
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,0,worker,hi,Initiate conversation,45.0,Manager,4.0,Seoul,Google
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,1,recruiter,hello,Respond to greeting,45.0,Manager,4.0,Seoul,Google
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,2,recruiter,We have positions open in Engineering and Managing,Inform about available positions,45.0,Manager,4.0,Seoul,Google
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,3,recruiter,Google or Apple,Provide options for companies,45.0,Manager,4.0,Seoul,Google
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,4,worker,managers ?,Seek clarification on manager positions,45.0,Manager,4.0,Seoul,Google
ji,96eb3806-1d6e-11e9-a60a-6c96cfdf0295,5,recruiter,Google has an opening for manager,Confirm availability of manager position at Google,45.0,Manager,4.0,Seoul,Google
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,0,recruiter,hello,Initiate conversation,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,1,worker,Hello,Respond to greeting,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,2,worker,I would like to work at Google in Design. Would this be OK?,Express desire to work at Google in Design and seek approval,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,3,worker,"If not, perhaps Apple Designer",Offer an alternative option if the first is not possible,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,4,recruiter,Google has no openings but Apple or AMazon does,Inform about the availability of positions at Apple and Amazon,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,5,recruiter,Ok Apple,Confirm the option of Apple,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,6,worker,"OK, I can accept that",Agree to the option of working at Apple,42.0,Designer,3.0,Sydney,Apple
ji,96eeebae-1d6e-11e9-b870-6c96cfdf0295,7,recruiter,Any thing else,Inquire if there are any additional requests or needs,42.0,Designer,3.0,Sydney,Apple
ji,96efd230-1d6e-11e9-8f39-6c96cfdf0295,0,worker,I am reviewing the options I am interested in,To inform the recruiter about their current activity of reviewing options.,35.0,Manager,4.0,Seoul,Amazon
ji,96efd230-1d6e-11e9-8f39-6c96cfdf0295,1,recruiter,apple or amazon work?,To inquire if the worker is interested in positions at Apple or Amazon.,35.0,Manager,4.0,Seoul,Amazon
ji,96efd230-1d6e-11e9-8f39-6c96cfdf0295,2,worker,Amazon Manager Designer or Sales,To specify the positions at Amazon they are interested in.,35.0,Manager,4.0,Seoul,Amazon
ji,96f0c6cc-1d6e-11e9-a35f-6c96cfdf0295,0,worker,Hi,Initiate conversation,34.0,Designer,4.0,Tokyo,Google
ji,96f0c6cc-1d6e-11e9-a35f-6c96cfdf0295,1,recruiter,hello!,Acknowledge greeting and reciprocate,34.0,Designer,4.0,Tokyo,Google
ji,96f0c6cc-1d6e-11e9-a35f-6c96cfdf0295,2,recruiter,i have great jobs avaiable,Inform about job opportunities,34.0,Designer,4.0,Tokyo,Google
ji,96f0c6cc-1d6e-11e9-a35f-6c96cfdf0295,3,recruiter,for facebook... designer or manager,Provide specific job options at Facebook,34.0,Designer,4.0,Tokyo,Google
ji,96f0c6cc-1d6e-11e9-a35f-6c96cfdf0295,4,worker,Great,Express approval or interest,34.0,Designer,4.0,Tokyo,Google
ji,96f1b046-1d6e-11e9-8a30-6c96cfdf0295,0,worker,Hi,Initiate conversation,35.0,Engineer,4.0,Seoul,Facebook
ji,96f1b046-1d6e-11e9-8a30-6c96cfdf0295,1,recruiter,hi!,Respond to greeting and acknowledge presence,35.0,Engineer,4.0,Seoul,Facebook
ji,96f291b4-1d6e-11e9-adab-6c96cfdf0295,0,worker,hi,greet the recruiter,26.0,Sales,4.0,Sydney,Apple
ji,96f291b4-1d6e-11e9-adab-6c96cfdf0295,1,recruiter,hi,greet the worker,26.0,Sales,4.0,Sydney,Apple
ji,96f37110-1d6e-11e9-9962-6c96cfdf0295,0,recruiter,Hi!,Initiate conversation,35.0,Designer,2.0,Sydney,Amazon
ji,96f37110-1d6e-11e9-9962-6c96cfdf0295,1,worker,Hello.,Respond to greeting,35.0,Designer,2.0,Sydney,Amazon
ji,96f37110-1d6e-11e9-9962-6c96cfdf0295,2,recruiter,I really need a manager at Google or Amazon,Express need for a manager at Google or Amazon,35.0,Designer,2.0,Sydney,Amazon
ji,96f5299c-1d6e-11e9-a470-6c96cfdf0295,0,recruiter,Hi!,Initiate conversation,41.0,Sales,2.0,Tokyo,Apple
ji,96f5299c-1d6e-11e9-a470-6c96cfdf0295,1,worker,I am looking at the options I am interested in,Express interest in job options,41.0,Sales,2.0,Tokyo,Apple
ji,96f5299c-1d6e-11e9-a470-6c96cfdf0295,2,worker,Designer engineer or sales for facebook,Specify job roles and company of interest,41.0,Sales,2.0,Tokyo,Apple
ji,96f5ffa2-1d6e-11e9-8be1-6c96cfdf0295,0,worker,hi!,Initiate conversation,35.0,Engineer,6.0,Beijing,Facebook
ji,96f5ffa2-1d6e-11e9-8be1-6c96cfdf0295,1,recruiter,hi,Acknowledge greeting,35.0,Engineer,6.0,Beijing,Facebook
